,AKT,AP1,ERK,Ecadherin,EpCAM,Fvalue,GLI,GRB2SOS,GSK3b,IKK,MDM2,MEK,MYC,NFKB,NOTCH,PI3K,RAF,RAS,SMAD23,SMAD4,Snail,TAK1,TGFBR,TGFb,THY1,Twist1,ZEB1,bcatenin,miR200,miR34,p38,p53
"[('EpCAM', 0), ('TGFBR', 0)]",0.041666666666666664,-0.171875,-0.13920454545454544,,0.03125,-0.15032894736842106,-0.015625,0.25,-0.5,0.0,-0.5,-0.3125,,-0.03125,-0.3958333333333333,-0.1875,-0.25,0.125,-0.25,-0.1015625,-0.19791666666666666,-0.5,-0.19791666666666666,-0.09375,,-0.1875,-0.125,-0.10416666666666667,-0.4375,-0.25,-0.25,-0.190625
"[('MYC', 1), ('TAK1', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('PI3K', 0), ('p53', 1)]",-0.5,0.0,-0.13636363636363635,,-0.5,-0.28421052631578947,-0.5,0.0,-0.5,-0.5,0.5,-0.5,,-0.5,-0.5,0.5,-0.5,-0.25,-0.5,-0.5,-0.25,-0.5,-0.4444444444444444,-0.375,,-0.5,-0.25,-0.2222222222222222,-0.5,0.0,-0.5,-0.1
"[('TGFb', 0), ('Twist1', 1)]",-0.020833333333333332,-0.15625,-0.1846590909090909,,-0.03125,-0.1723684210526316,-0.03125,0.25,-0.5,-0.5,-0.5,-0.3125,,-0.1875,-0.2916666666666667,-0.375,-0.25,0.125,0.0,-0.1328125,-0.14583333333333334,-0.5,-0.2847222222222222,-0.375,,0.0,-0.09375,-0.08333333333333333,-0.4375,-0.22916666666666666,0.0,-0.2125
"[('EpCAM', 1), ('MDM2', 0)]",-0.5,-0.5,-0.09090909090909091,,0.0,-0.28421052631578947,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.1875,-0.25,-0.5,-0.4444444444444444,-0.375,,-0.5,-0.25,-0.3888888888888889,-0.5,-0.16666666666666666,-0.5,0.25
"[('GLI', 0), ('p53', 1)]",-0.5,0.0,-0.13636363636363635,,-0.5,-0.25263157894736843,0.5,-0.5,-0.5,-0.5,0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.25,-0.5,-0.3333333333333333,-0.375,,-0.5,-0.25,-0.1111111111111111,-0.5,0.0,-0.5,0.0
"[('GRB2SOS', 0), ('NFKB', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.3631578947368421,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.3888888888888889,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('MEK', 1), ('Snail', 0)]",-0.5,0.5,-0.3181818181818182,,0.5,-0.22631578947368422,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,0.16666666666666666,-0.5,-0.2777777777777778,-0.5,,0.0,0.0,-0.2777777777777778,-0.5,0.16666666666666666,-0.5,-0.1
"[('RAS', 0), ('SMAD4', 0)]",-0.20833333333333334,-0.171875,-0.14204545454545456,,0.0,-0.15098684210526317,-0.078125,0.5,-0.25,-0.25,-0.5,-0.5,,-0.09375,-0.3333333333333333,0.0,0.0,-0.4375,0.5,-0.11328125,-0.20833333333333334,0.25,-0.03125,-0.34375,,-0.1875,-0.09375,-0.14930555555555555,-0.4375,-0.28125,-0.25,-0.1875
"[('TGFb', 1), ('THY1', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('AKT', 1), ('ERK', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('Ecadherin', 0), ('TAK1', 0)]",-0.16666666666666666,0.0,-0.22727272727272727,,0.5,-0.34210526315789475,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.375,-0.5,-0.5,-0.3888888888888889,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,0.5,-0.2
"[('MDM2', 0), ('bcatenin', 0)]",-0.5,0.0,-0.045454545454545456,,-0.5,-0.21052631578947367,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,,-0.5,0.0,-0.5,-0.5,-0.25,-0.5,-0.375,-0.25,-0.5,-0.4444444444444444,-0.25,,-0.5,-0.25,0.16666666666666666,-0.5,-0.16666666666666666,-0.5,0.1
"[('MYC', 0), ('TGFb', 1)]",-0.5,0.0,-0.13636363636363635,,-0.5,-0.3736842105263158,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.2777777777777778,-0.5,-0.16666666666666666,-0.5,-0.1
"[('RAF', 1), ('miR34', 0)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('NFKB', 1), ('bcatenin', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('Ecadherin', 0), ('p38', 0)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.3631578947368421,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.375,-0.5,0.0,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,0.5,-0.2
"[('Snail', 0), ('Twist1', 1)]",-0.5,0.5,-0.3181818181818182,,0.5,-0.22631578947368422,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,0.16666666666666666,-0.5,-0.2777777777777778,-0.5,,0.0,0.0,-0.2777777777777778,-0.5,0.16666666666666666,-0.5,-0.1
"[('Twist1', 1), ('p53', 0)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('ERK', 1), ('GSK3b', 1)]",-0.16666666666666666,0.0,-0.045454545454545456,,0.5,-0.2789473684210526,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,0.2777777777777778,-0.5,-0.5,-0.5,-0.2
"[('miR34', 1), ('p53', 1)]",-0.5,0.0,-0.18181818181818182,,-0.5,-0.29473684210526313,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.3888888888888889,-0.375,,-0.5,-0.125,-0.2222222222222222,-0.5,0.16666666666666666,-0.5,-0.05
"[('SMAD23', 0), ('TGFBR', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.3631578947368421,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,0.5,-0.375,-0.5,-0.5,-0.3888888888888889,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('GLI', 1), ('RAS', 0)]",-0.4166666666666667,-0.125,-0.18181818181818182,,0.0,-0.24736842105263157,-0.375,0.5,-0.25,-0.5,-0.5,-0.5,,-0.5,-0.5,0.5,0.0,-0.4375,-0.5,-0.25,-0.5,0.0,-0.3333333333333333,-0.5,,-0.25,-0.4375,0.08333333333333333,-0.5,-0.4166666666666667,0.0,-0.15
"[('GLI', 1), ('TGFBR', 0)]",0.08333333333333333,-0.125,-0.17897727272727273,,-0.03125,-0.1506578947368421,-0.09375,0.25,-0.5,0.0,-0.5,-0.3125,,-0.0625,-0.3958333333333333,-0.1875,-0.25,0.125,-0.25,-0.140625,-0.19791666666666666,-0.5,-0.0763888888888889,-0.09375,,-0.1875,-0.15625,-0.09722222222222222,-0.4375,-0.2916666666666667,-0.25,-0.20625
"[('Snail', 0), ('miR34', 0)]",-0.5,0.5,-0.22727272727272727,,0.5,-0.24736842105263157,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,0.3333333333333333,-0.5,-0.3888888888888889,-0.5,,0.0,-0.25,-0.2777777777777778,-0.5,-0.16666666666666666,-0.5,-0.2
"[('TGFBR', 0), ('p53', 1)]",-0.041666666666666664,-0.234375,-0.17045454545454544,,-0.0625,-0.14638157894736842,-0.015625,0.0,-0.5,0.0,0.5,-0.375,,-0.03125,-0.5,0.0,-0.25,0.25,-0.25,-0.07421875,-0.28125,-0.5,-0.19791666666666666,0.0,,-0.1875,-0.15625,-0.09375,-0.4375,-0.3020833333333333,-0.25,-0.14375
"[('AKT', 0), ('MEK', 0)]",0.0,-0.5,0.09090909090909091,,0.0,-0.22105263157894736,-0.25,-0.5,-0.5,0.5,-0.5,-0.5,,-0.5,-0.16666666666666666,0.5,0.5,-0.375,-0.5,-0.0625,-0.5,0.0,-0.3888888888888889,-0.5,,-0.5,-0.25,-0.1111111111111111,-0.5,-0.3333333333333333,-0.5,-0.25
"[('GRB2SOS', 0), ('bcatenin', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.3631578947368421,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.3888888888888889,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('NFKB', 0), ('RAS', 0)]",-0.4166666666666667,-0.125,-0.18181818181818182,,0.0,-0.21578947368421053,-0.375,0.5,-0.25,0.5,-0.5,-0.5,,0.5,-0.16666666666666666,0.5,0.0,-0.4375,-0.5,-0.25,-0.5,0.0,-0.3333333333333333,-0.5,,-0.25,-0.4375,0.08333333333333333,-0.5,-0.4166666666666667,0.0,-0.15
"[('AP1', 1), ('THY1', 0)]",-0.16666666666666666,0.0,-0.22727272727272727,,0.5,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.3333333333333333,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.2777777777777778,-0.5,-0.5,-0.5,-0.1
"[('SMAD4', 0), ('TAK1', 1)]",-0.4166666666666667,-0.25,-0.03409090909090909,,-0.25,-0.22894736842105262,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,,0.0,-0.5,-0.5,-0.5,-0.5,0.5,0.15625,-0.20833333333333334,-0.5,-0.2638888888888889,-0.40625,,-0.25,-0.0625,-0.3333333333333333,-0.5,-0.20833333333333334,-0.5,-0.15
"[('AKT', 1), ('p38', 0)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.3631578947368421,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.375,-0.5,0.0,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,0.5,-0.2
"[('MYC', 0), ('miR200', 1)]",-0.5,-0.5,0.045454545454545456,,0.5,-0.2894736842105263,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.16666666666666666,-0.5,-0.5,-0.25,,-0.5,0.0,-0.2777777777777778,-0.5,-0.16666666666666666,-0.5,-0.1
"[('GRB2SOS', 0), ('p38', 0)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.33157894736842103,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.375,-0.5,0.0,-0.3888888888888889,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,0.5,-0.2
"[('SMAD4', 0), ('miR200', 0)]",-0.4166666666666667,-0.25,-0.06818181818181818,,-0.25,-0.23684210526315788,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,,0.0,-0.5,-0.5,-0.5,-0.5,0.5,0.15625,-0.20833333333333334,-0.5,-0.2777777777777778,-0.5,,-0.25,0.0,-0.3888888888888889,-0.5,-0.25,-0.5,-0.1
"[('MEK', 1), ('RAF', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('SMAD23', 1), ('bcatenin', 0)]",-0.5,0.0,-0.13636363636363635,,0.5,-0.2894736842105263,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('PI3K', 0), ('TGFBR', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.3526315789473684,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,0.5,-0.5,-0.25,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.1
"[('GLI', 1), ('NOTCH', 0)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.33157894736842103,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.25,,-0.5,-0.5,-0.2777777777777778,-0.5,-0.16666666666666666,-0.5,-0.2
"[('AKT', 0), ('AP1', 0)]",0.16666666666666666,0.0,-0.13636363636363635,,0.5,-0.26842105263157895,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,,-0.5,-0.16666666666666666,0.5,-0.5,-0.5,-0.5,-0.125,-0.5,0.0,-0.5,-0.5,,0.0,-0.5,-0.3888888888888889,-0.5,-0.5,0.5,-0.1
"[('GSK3b', 0), ('TGFb', 0)]",0.0,-0.171875,-0.14204545454545456,,-0.03125,-0.16776315789473684,0.1875,0.25,-0.5,-0.5,-0.5,-0.375,,-0.125,-0.2916666666666667,-0.375,-0.25,0.0,0.0,-0.109375,-0.15625,-0.5,-0.2708333333333333,-0.375,,-0.1875,-0.1328125,0.027777777777777776,-0.5,-0.23958333333333334,-0.25,-0.25
"[('MYC', 0), ('miR34', 0)]",-0.5,0.0,-0.13636363636363635,,-0.5,-0.3736842105263158,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.2777777777777778,-0.5,-0.16666666666666666,-0.5,-0.1
"[('NFKB', 0), ('TGFb', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.3631578947368421,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,,0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('AP1', 1), ('ZEB1', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('MEK', 1), ('RAS', 0)]",-0.5,0.0,-0.3181818181818182,,0.5,-0.3105263157894737,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,0.5,0.5,-0.25,-0.5,-0.375,-0.5,0.0,-0.3888888888888889,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,0.5,-0.1
"[('IKK', 1), ('Snail', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('GSK3b', 1), ('Twist1', 0)]",-0.16666666666666666,0.0,0.045454545454545456,,0.5,-0.22631578947368422,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.375,-0.3333333333333333,-0.5,-0.5,-0.5,,0.5,-0.5,0.2777777777777778,-0.5,-0.5,-0.5,-0.1
"[('GLI', 1), ('TGFb', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('AP1', 1), ('miR200', 0)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('TGFBR', 1), ('THY1', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('NFKB', 1), ('Snail', 0)]",-0.5,0.5,-0.3181818181818182,,0.5,-0.22631578947368422,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,0.16666666666666666,-0.5,-0.2777777777777778,-0.5,,0.0,0.0,-0.2777777777777778,-0.5,0.16666666666666666,-0.5,-0.1
"[('AKT', 0), ('EpCAM', 1)]",0.16666666666666666,-0.5,-0.13636363636363635,,-0.5,-0.32105263157894737,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,,-0.5,-0.16666666666666666,0.5,-0.5,-0.5,-0.5,-0.125,-0.5,0.0,-0.5,-0.5,,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.2
"[('AP1', 0), ('TAK1', 0)]",-0.16666666666666666,0.0,-0.13636363636363635,,0.5,-0.32105263157894737,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.25,-0.5,-0.5,-0.3888888888888889,-0.5,,0.0,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('AKT', 1), ('NFKB', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('GSK3b', 0), ('MEK', 0)]",-0.5,-0.5,0.22727272727272727,,-0.5,-0.33157894736842103,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.125,-0.5,-0.5,-0.3888888888888889,-0.5,,-0.5,-0.25,-0.3888888888888889,-0.5,-0.5,-0.5,-0.4
"[('AP1', 1), ('ERK', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('Ecadherin', 1), ('RAF', 0)]",-0.4166666666666667,-0.25,-0.13636363636363635,,0.0,-0.28157894736842104,-0.375,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,0.0,-0.125,-0.5,-0.28125,-0.3333333333333333,-0.5,-0.3333333333333333,-0.5,,0.0,-0.125,-0.05555555555555555,-0.5,-0.4166666666666667,-0.5,-0.275
"[('TAK1', 0), ('TGFBR', 0)]",0.041666666666666664,-0.171875,-0.16761363636363635,,-0.03125,-0.1569078947368421,-0.015625,0.25,-0.5,0.0,-0.5,-0.3125,,-0.03125,-0.3958333333333333,-0.1875,-0.25,0.125,-0.25,-0.08984375,-0.19791666666666666,-0.5,-0.19791666666666666,-0.09375,,-0.1875,-0.15625,-0.1076388888888889,-0.4375,-0.2604166666666667,-0.25,-0.20625
"[('MYC', 1), ('PI3K', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('GLI', 0), ('p53', 0)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.34210526315789475,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.5,-0.3888888888888889,-0.5,,-0.5,-0.5,-0.2777777777777778,-0.5,-0.5,-0.5,-0.2
"[('TGFBR', 1), ('p38', 0)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.3631578947368421,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.375,-0.5,0.0,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,0.5,-0.2
"[('GSK3b', 1), ('Snail', 1)]",-0.16666666666666666,0.0,-0.045454545454545456,,0.5,-0.2789473684210526,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,0.2777777777777778,-0.5,-0.5,-0.5,-0.2
"[('NOTCH', 1), ('p53', 0)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('MDM2', 1), ('NFKB', 0)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.3631578947368421,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,,0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('AP1', 0), ('IKK', 0)]",-0.16666666666666666,0.0,-0.13636363636363635,,0.5,-0.32105263157894737,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,0.0,-0.5,-0.5,,0.0,-0.5,-0.3888888888888889,-0.5,-0.5,0.5,-0.2
"[('NOTCH', 1), ('SMAD23', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('SMAD23', 1), ('TGFBR', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('AKT', 1), ('IKK', 0)]",-0.16666666666666666,0.0,-0.22727272727272727,,0.5,-0.3631578947368421,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,0.0,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('ERK', 0), ('EpCAM', 0)]",-0.3333333333333333,0.0,0.09090909090909091,,0.0,-0.29473684210526313,-0.25,-0.5,-0.5,-0.5,-0.5,0.5,,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.3125,-0.5,-0.5,-0.3888888888888889,-0.5,,-0.5,-0.5,-0.1111111111111111,-0.5,-0.3333333333333333,-0.5,-0.25
"[('GSK3b', 1), ('RAS', 1)]",-0.16666666666666666,0.0,-0.045454545454545456,,0.5,-0.2789473684210526,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,0.2777777777777778,-0.5,-0.5,-0.5,-0.2
"[('Ecadherin', 0), ('Snail', 1)]",-0.5,0.0,-0.22727272727272727,,0.5,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.375,-0.5,-0.5,-0.5,-0.5,,-0.5,-0.5,-0.3888888888888889,-0.5,-0.5,-0.5,-0.2
"[('GRB2SOS', 0), ('RAS', 0)]",-0.4166666666666667,-0.125,-0.18181818181818182,,0.0,-0.2578947368421053,-0.375,-0.5,-0.25,-0.5,-0.5,-0.5,,-0.5,-0.5,0.5,0.0,-0.4375,-0.5,-0.25,-0.5,0.0,-0.2222222222222222,-0.5,,-0.25,-0.4375,0.08333333333333333,-0.5,-0.4166666666666667,0.0,-0.15
