,AKT,AP1,ERK,Ecadherin,EpCAM,Fvalue,GLI,GRB2SOS,GSK3b,IKK,MDM2,MEK,MYC,NFKB,NOTCH,PI3K,RAF,RAS,SMAD23,SMAD4,Snail,TAK1,TGFBR,TGFb,THY1,Twist1,ZEB1,bcatenin,miR200,miR34,p38,p53
"[('RAF', 1), ('TGFb', 0)]",-0.125,-0.1875,-0.125,-0.20833333333333334,-0.13541666666666666,-0.17434210526315788,-0.16666666666666666,-0.5,-0.125,-0.1875,-0.25,-0.1875,-0.13541666666666666,-0.5,-0.22916666666666666,-0.16666666666666666,0.041666666666666664,0.5,-0.5,-0.16666666666666666,-0.16964285714285715,-0.5,-0.5,-0.5,-0.15625,-0.125,-0.15625,-0.16666666666666666,-0.125,-0.1625,0.0,-0.5
"[('TAK1', 0), ('THY1', 1)]",-0.5,-0.25,-0.3,-0.5,0.0,-0.34210526315789475,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.16666666666666666,0.0,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,0.0,-0.5
"[('TAK1', 1), ('ZEB1', 0)]",-0.5,-0.5,-0.3,-0.16666666666666666,-0.16666666666666666,-0.34210526315789475,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.3333333333333333,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.25,-0.1,-0.5,-0.5
"[('ERK', 1), ('miR200', 1)]",-0.5,-0.5,-0.3,-0.16666666666666666,-0.16666666666666666,-0.33157894736842103,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.3333333333333333,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.25,-0.5,0.25,-0.1,-0.5,-0.5
"[('AKT', 0), ('RAF', 0)]",0.5,-0.375,-0.1,-0.5,-0.08333333333333333,-0.23421052631578948,-0.3333333333333333,-0.5,-0.125,0.0,0.0,-0.25,-0.125,0.0,-0.3333333333333333,-0.5,0.3333333333333333,-0.5,-0.5,-0.3333333333333333,-0.42857142857142855,-0.5,-0.5,-0.5,-0.125,-0.3333333333333333,-0.25,-0.16666666666666666,-0.5,-0.4,-0.5,-0.5
"[('AKT', 0), ('RAF', 1)]",0.5,-0.5,-0.3,-0.5,0.0,-0.3105263157894737,-0.5,-0.5,-0.25,0.0,0.0,0.0,-0.16666666666666666,0.0,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('EpCAM', 1), ('SMAD4', 0)]",-0.125,-0.25,-0.2,-0.16666666666666666,-0.16666666666666666,-0.22894736842105262,-0.16666666666666666,-0.5,-0.5,-0.5,-0.25,0.0,-0.25,-0.5,-0.2916666666666667,-0.3333333333333333,-0.16666666666666666,-0.5,-0.5,0.5,-0.07142857142857142,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.125,-0.5,-0.1875,-0.125,-0.5,-0.5
"[('GLI', 1), ('RAS', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('AP1', 1), ('IKK', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('Ecadherin', 0), ('NFKB', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('AKT', 1), ('p53', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('EpCAM', 1), ('TAK1', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.4052631578947368,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.3333333333333333,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('MYC', 1), ('TGFBR', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('MDM2', 1), ('THY1', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GRB2SOS', 1), ('miR200', 1)]",-0.5,-0.5,-0.3,-0.16666666666666666,-0.16666666666666666,-0.33157894736842103,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.3333333333333333,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.25,-0.5,0.25,-0.1,-0.5,-0.5
"[('EpCAM', 1), ('MEK', 0)]",-0.5,-0.25,0.0,-0.5,-0.08333333333333333,-0.29473684210526313,-0.3333333333333333,-0.5,-0.125,-0.5,0.0,0.5,-0.08333333333333333,-0.5,-0.3333333333333333,-0.5,-0.5,-0.5,-0.5,-0.16666666666666666,-0.42857142857142855,-0.5,-0.5,-0.5,-0.375,-0.16666666666666666,-0.125,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5
"[('NFKB', 0), ('miR34', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.21428571428571427,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,-0.5
"[('MYC', 1), ('PI3K', 0)]",-0.25,-0.5,-0.3,-0.5,0.0,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GSK3b', 1), ('NOTCH', 0)]",-0.25,-0.5,-0.1,-0.5,-0.16666666666666666,-0.23684210526315788,-0.16666666666666666,-0.5,0.25,-0.5,0.0,0.0,0.0,0.0,0.16666666666666666,-0.5,-0.16666666666666666,-0.5,0.0,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.25,-0.5,-0.25,0.16666666666666666,-0.5,-0.3,-0.5,-0.5
"[('AKT', 0), ('p53', 0)]",0.5,-0.5,-0.3,-0.5,0.0,-0.3105263157894737,-0.5,-0.5,-0.25,0.0,0.0,0.0,-0.16666666666666666,0.0,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('TAK1', 1), ('p53', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GLI', 0), ('THY1', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3,0.5,-0.5,-0.25,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('SMAD23', 0), ('Snail', 0)]",-0.5,-0.5,-0.3,0.16666666666666666,0.0,-0.19473684210526315,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,0.5,-0.16666666666666666,0.35714285714285715,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.25,-0.5,-0.25,0.1,-0.5,-0.5
"[('MEK', 0), ('NOTCH', 0)]",-0.25,-0.25,0.0,-0.5,-0.08333333333333333,-0.24210526315789474,-0.3333333333333333,-0.5,-0.125,-0.5,0.0,0.5,-0.08333333333333333,0.0,0.3333333333333333,-0.5,-0.5,-0.5,0.0,-0.16666666666666666,-0.42857142857142855,-0.5,-0.5,-0.5,-0.375,-0.16666666666666666,-0.125,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5
"[('AP1', 0), ('GLI', 1)]",-0.5,0.5,-0.3,-0.5,-0.16666666666666666,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('ERK', 1), ('TGFb', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('ERK', 0), ('GSK3b', 1)]",-0.5,-0.25,0.1,-0.5,0.0,-0.26842105263157895,-0.16666666666666666,-0.5,0.0,-0.5,0.0,-0.5,0.0,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.16666666666666666,-0.35714285714285715,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5
"[('Snail', 0), ('ZEB1', 1)]",-0.5,-0.5,-0.3,0.16666666666666666,0.0,-0.22631578947368422,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,0.35714285714285715,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.25,-0.5,-0.25,0.1,-0.5,-0.5
"[('IKK', 0), ('bcatenin', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3631578947368421,-0.5,-0.5,-0.5,0.5,0.0,0.0,-0.16666666666666666,0.0,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GSK3b', 0), ('RAS', 0)]",-0.25,-0.125,-0.1,-0.5,-0.125,-0.2578947368421053,-0.3333333333333333,-0.5,-0.25,-0.5,0.0,-0.25,-0.125,-0.5,-0.3333333333333333,0.16666666666666666,0.0,0.5,-0.5,-0.3333333333333333,-0.35714285714285715,-0.5,-0.5,-0.5,-0.375,-0.3333333333333333,-0.25,-0.16666666666666666,-0.5,-0.4,0.0,-0.5
"[('GRB2SOS', 1), ('SMAD23', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('MEK', 1), ('TGFb', 0)]",-0.125,-0.1875,-0.125,-0.20833333333333334,-0.13541666666666666,-0.1756578947368421,-0.16666666666666666,-0.5,-0.125,-0.1875,-0.25,0.0625,-0.13541666666666666,-0.5,-0.22916666666666666,-0.16666666666666666,-0.16666666666666666,0.5,-0.5,-0.16666666666666666,-0.16964285714285715,-0.5,-0.5,-0.5,-0.15625,-0.125,-0.15625,-0.16666666666666666,-0.125,-0.1625,0.0,-0.5
"[('AKT', 0), ('AP1', 1)]",0.5,-0.5,-0.3,-0.5,0.0,-0.3105263157894737,-0.5,-0.5,-0.25,0.0,0.0,0.0,-0.16666666666666666,0.0,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('NOTCH', 0), ('miR200', 0)]",-0.25,-0.5,-0.3,-0.5,0.0,-0.33157894736842103,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,0.0,0.5,-0.5,-0.16666666666666666,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('MYC', 1), ('NOTCH', 0)]",-0.25,-0.5,-0.3,-0.5,0.0,-0.33157894736842103,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,0.0,0.5,-0.5,-0.16666666666666666,-0.5,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('AP1', 0), ('SMAD4', 0)]",-0.125,0.25,-0.2,-0.16666666666666666,-0.08333333333333333,-0.2,-0.16666666666666666,-0.5,-0.5,-0.5,-0.25,0.0,-0.20833333333333334,-0.5,-0.2916666666666667,-0.3333333333333333,-0.16666666666666666,-0.5,-0.5,0.5,-0.07142857142857142,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.125,-0.5,-0.1875,-0.125,-0.5,-0.5
"[('GRB2SOS', 0), ('PI3K', 0)]",-0.25,-0.5,-0.3,-0.5,0.0,-0.34210526315789475,-0.5,0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,0.16666666666666666,-0.16666666666666666,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('PI3K', 0), ('p38', 0)]",-0.25,-0.25,-0.3,-0.5,0.0,-0.32105263157894737,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,0.5,-0.5
"[('IKK', 0), ('TGFb', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3631578947368421,-0.5,-0.5,-0.5,0.5,0.0,0.0,-0.16666666666666666,0.0,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('MEK', 0), ('Snail', 0)]",-0.5,-0.25,0.0,0.0,-0.16666666666666666,-0.16842105263157894,-0.3333333333333333,-0.5,-0.125,-0.5,0.0,0.5,-0.08333333333333333,-0.5,-0.3333333333333333,-0.5,-0.5,-0.5,-0.5,-0.16666666666666666,0.42857142857142855,-0.5,-0.5,-0.5,-0.125,0.16666666666666666,-0.125,-0.16666666666666666,-0.125,-0.2,-0.5,-0.5
"[('ERK', 0), ('miR34', 1)]",-0.375,-0.25,0.2,-0.5,-0.08333333333333333,-0.22105263157894736,-0.3333333333333333,-0.5,-0.125,-0.5,0.0,-0.5,-0.08333333333333333,-0.25,-0.16666666666666666,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.2857142857142857,-0.5,-0.5,-0.5,-0.375,-0.16666666666666666,-0.125,-0.16666666666666666,-0.5,0.5,-0.5,-0.5
"[('GLI', 0), ('ZEB1', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.34210526315789475,0.5,-0.5,-0.25,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('AP1', 0), ('miR200', 0)]",-0.5,0.5,-0.3,-0.5,-0.16666666666666666,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('IKK', 1), ('SMAD23', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3631578947368421,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('Snail', 1), ('TAK1', 0)]",-0.5,-0.25,-0.3,-0.5,0.0,-0.34210526315789475,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.16666666666666666,0.0,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,0.0,-0.5
"[('AKT', 0), ('PI3K', 1)]",0.5,-0.5,-0.3,-0.5,0.0,-0.3105263157894737,-0.5,-0.5,-0.25,0.0,0.0,0.0,-0.16666666666666666,0.0,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.25,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('THY1', 0), ('miR200', 1)]",-0.5,-0.5,-0.3,-0.16666666666666666,-0.16666666666666666,-0.2894736842105263,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.3333333333333333,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,0.25,-0.5,0.25,-0.1,-0.5,-0.5
"[('PI3K', 0), ('ZEB1', 1)]",-0.25,-0.5,-0.3,-0.5,0.0,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('AP1', 0), ('RAS', 1)]",-0.5,0.5,-0.3,-0.5,-0.16666666666666666,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GLI', 1), ('p53', 1)]",-0.25,-0.5,-0.5,-0.3333333333333333,-0.08333333333333333,-0.30526315789473685,-0.5,-0.5,-0.5,-0.5,-0.5,0.0,-0.08333333333333333,-0.5,-0.3333333333333333,-0.16666666666666666,-0.16666666666666666,-0.5,-0.5,-0.5,-0.42857142857142855,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.125,-0.5,-0.125,-0.1,-0.5,0.5
"[('AKT', 0), ('GSK3b', 1)]",0.5,-0.5,-0.1,-0.5,-0.16666666666666666,-0.21578947368421053,-0.16666666666666666,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,0.0,-0.5,-0.25,0.16666666666666666,-0.5,-0.3,-0.5,-0.5
"[('SMAD23', 0), ('miR34', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,0.5,-0.16666666666666666,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,-0.5
"[('PI3K', 0), ('bcatenin', 0)]",-0.25,-0.5,-0.1,-0.5,-0.16666666666666666,-0.24736842105263157,-0.16666666666666666,-0.5,-0.25,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.25,-0.5,-0.25,0.5,-0.5,-0.3,-0.5,-0.5
"[('IKK', 1), ('MDM2', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.39473684210526316,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('AP1', 1), ('GLI', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.34210526315789475,0.5,-0.5,-0.25,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GSK3b', 1), ('p53', 0)]",-0.5,-0.5,-0.1,-0.5,-0.16666666666666666,-0.2789473684210526,-0.16666666666666666,-0.5,0.25,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.25,-0.5,-0.25,0.16666666666666666,-0.5,-0.3,-0.5,-0.5
"[('MDM2', 0), ('TGFb', 0)]",-0.375,-0.1875,-0.125,-0.3333333333333333,-0.10416666666666667,-0.25263157894736843,-0.16666666666666666,-0.5,-0.125,-0.5,0.25,-0.25,-0.20833333333333334,-0.5,-0.3333333333333333,-0.16666666666666666,-0.16666666666666666,0.5,-0.5,-0.16666666666666666,-0.32142857142857145,-0.5,-0.5,-0.5,-0.375,-0.16666666666666666,-0.28125,-0.16666666666666666,-0.5,-0.375,0.0,-0.5
"[('Snail', 0), ('bcatenin', 1)]",-0.5,-0.5,-0.3,0.16666666666666666,0.0,-0.22631578947368422,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,0.35714285714285715,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.25,-0.5,-0.25,0.1,-0.5,-0.5
"[('AP1', 0), ('NOTCH', 1)]",-0.5,0.5,-0.3,-0.5,-0.16666666666666666,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('NOTCH', 1), ('Twist1', 0)]",-0.5,-0.25,-0.3,-0.16666666666666666,0.0,-0.34210526315789475,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('THY1', 0), ('bcatenin', 0)]",-0.5,-0.5,-0.1,-0.5,-0.16666666666666666,-0.26842105263157895,-0.16666666666666666,-0.5,-0.25,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,0.25,-0.5,-0.25,0.5,-0.5,-0.3,-0.5,-0.5
"[('TGFb', 1), ('THY1', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('ERK', 1), ('GLI', 0)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.34210526315789475,0.5,-0.5,-0.25,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GLI', 0), ('SMAD23', 1)]",-0.5,-0.5,-0.3,-0.5,0.0,-0.34210526315789475,0.5,-0.5,-0.25,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.35714285714285715,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('GRB2SOS', 0), ('NOTCH', 0)]",-0.25,-0.5,-0.3,-0.5,0.0,-0.3,-0.5,0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,0.0,0.5,-0.16666666666666666,-0.16666666666666666,0.5,0.0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('PI3K', 0), ('SMAD23', 1)]",-0.25,-0.5,-0.3,-0.5,0.0,-0.3526315789473684,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.16666666666666666,-0.5,-0.5,0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,-0.5,-0.5
"[('RAF', 1), ('TAK1', 0)]",-0.5,-0.25,-0.3,-0.5,0.0,-0.34210526315789475,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.16666666666666666,0.0,-0.5,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.3,0.0,-0.5
"[('PI3K', 1), ('Snail', 0)]",-0.5,-0.5,-0.3,0.16666666666666666,0.0,-0.22631578947368422,-0.5,-0.5,-0.5,-0.5,0.0,0.0,0.0,-0.5,-0.16666666666666666,-0.5,-0.16666666666666666,-0.5,-0.5,-0.5,0.35714285714285715,-0.5,-0.5,-0.5,-0.25,-0.16666666666666666,-0.25,-0.5,-0.25,0.1,-0.5,-0.5
